region,season,t_end,date,Rt_mean,Rt_lo,Rt_hi
IL,2022-2023,28,2023-04-15,0.8648970923822703,0.8375783735373655,0.8926480931701408
IL,2022-2023,29,2023-04-22,0.8957811326023742,0.8659735739962565,0.9260860088245083
IL,2022-2023,30,2023-04-29,0.9044565525940158,0.8728799680920796,0.9365863426450767
IL,2022-2023,31,2023-05-06,0.9427118623114586,0.9088774194033817,0.9771559811439833
IL,2022-2023,32,2023-05-13,0.9233256393791007,0.8888800778708835,0.958416832028153
IL,2022-2023,33,2023-05-20,0.71656442082839,0.6850776242944381,0.7487487209774834
MA,2017-2018,4,2017-10-28,1.2146762253493175,1.1371534231108367,1.2947190572077696
MA,2017-2018,5,2017-11-04,1.0528945138809744,0.9871671409974536,1.1207102156151008
MA,2017-2018,6,2017-11-11,1.172385362807435,1.1046317769561744,1.2421270538410598
MA,2017-2018,7,2017-11-18,1.127265264639863,1.0656810637542478,1.190554946799255
MA,2017-2018,8,2017-11-25,1.0982099327629573,1.0407990493123414,1.1571403459771261
MA,2017-2018,9,2017-12-02,1.049706406360622,0.996035864283721,1.104765471590196
MA,2017-2018,10,2017-12-09,1.0601521014745692,1.007434093173908,1.114195625966245
MA,2017-2018,11,2017-12-16,1.1241554806078757,1.0713312031857887,1.178233085988392
MA,2017-2018,12,2017-12-23,1.131273667227075,1.0811548293943818,1.182512096410041
MA,2017-2018,13,2017-12-30,1.1307382568498778,1.0834967057253702,1.1789737256788215
MA,2017-2018,14,2018-01-06,1.0424318714018401,0.9996770058568317,1.0860694465336422
MA,2017-2018,15,2018-01-13,1.0463928888659566,1.004394370957384,1.0892395570569846
MA,2017-2018,16,2018-01-20,1.1175534742625286,1.0750620531156418,1.1608569129487245
MA,2017-2018,17,2018-01-27,1.2961341194534468,1.2527133946201667,1.3402842625971996
MA,2017-2018,18,2018-02-03,1.3593046688194383,1.320044691312358,1.3991319294365465
MA,2017-2018,19,2018-02-10,1.2320973562840865,1.1998700058980298,1.264745843260828
MA,2017-2018,20,2018-02-17,1.0982721873600163,1.070765468757047,1.1261228938480141
MA,2017-2018,21,2018-02-24,0.9267226204836992,0.9025821260300523,0.9511772655315881
MA,2017-2018,22,2018-03-03,0.8136803816796491,0.7902305729417093,0.8374682766692684
MA,2017-2018,23,2018-03-10,0.726688267191326,0.7022430555901381,0.7515458635150571
MA,2017-2018,24,2018-03-17,0.7324590036683655,0.7038838112798822,0.761594786394159
MA,2017-2018,25,2018-03-24,0.8083789306243685,0.7735412902368691,0.8439731236575349
MA,2017-2018,26,2018-03-31,0.9295313036210427,0.8881466585028965,0.9718451043032065
MA,2017-2018,27,2018-04-07,1.0028296909869907,0.9582861061808576,1.0483709619442232
MA,2017-2018,28,2018-04-14,1.05103016195454,1.0054673263226193,1.0975884481008809
MA,2017-2018,29,2018-04-21,0.9339084495773414,0.8919885278566814,0.9767774271004394
MA,2017-2018,30,2018-04-28,0.8806898197790266,0.83864047132117725,0.9237532855445819
MA,2017-2018,31,2018-05-05,0.8342912954410823,0.7908179891105801,0.8789114235608861
MA,2017-2018,32,2018-05-12,0.8973224544166678,0.8481452095985089,0.9478660215263182
MA,2017-2018,33,2018-05-19,0.9007895422382246,0.848891766089207,0.9542053448465417
MA,2017-2018,34,2018-05-26,0.9252099322973937,0.8699052413659943,0.9821948818638114
MA,2017-2018,35,2018-06-02,0.8851876921476511,0.8290550742143666,0.9431329434463801
MA,2017-2018,36,2018-06-09,0.8392208323057553,0.781315144509316,0.8991670774348829
MA,2017-2018,37,2018-06-16,0.8005602543594686,0.7391156256426029,0.8644232754171441
MA,2017-2018,38,2018-06-23,0.8821559852690041,0.8104075675658666,0.9569041470018593
MA,2017-2018,39,2018-06-30,0.9953450155181751,0.9143193687615152,1.0797613887798225
MA,2017-2018,40,2018-07-07,0.9545491961254304,0.8750023461180817,1.0375072964914438
MA,2017-2018,41,2018-07-14,1.1186775388119568,1.0304394527068648,1.2104887452360913
MA,2017-2018,42,2018-07-21,1.0067051632897803,0.9273646337274027,1.089255754371776
MA,2017-2018,43,2018-07-28,1.0671580421431295,0.9856328681383705,1.1518764136363489
MA,2017-2018,44,2018-08-04,0.8829151303570116,0.81110496908495755,0.9577276171080776
MA,2017-2018,45,2018-08-11,0.9931977324771865,0.9122756264082267,1.077509345597114
MA,2017-2018,46,2018-08-18,1.0139457242882337,0.9318383478270806,1.0994703204371006
MA,2017-2018,47,2018-08-25,1.069594244240555,0.9857112097069924,1.1568537716496576
MA,2017-2018,48,2018-09-01,1.003514296163228,0.9248135881019645,1.0853828960580005
MA,2017-2018,49,2018-09-08,1.0564101530785082,0.9757060603865203,1.140275282949975
MA,2017-2018,50,2018-09-15,1.1377498785064473,1.0560398129787598,1.2224613790692915
MA,2017-2018,51,2018-09-22,1.1871945068368979,1.1086240194981882,1.2684167851864074
MA,2017-2018,52,2018-09-29,1.1011607384850095,1.0314436881674889,1.173125389650177
MA,2018-2019,4,2018-10-27,1.0397780536843657,0.9914771963735897,1.0892115022711137
MA,2018-2019,5,2018-11-03,0.9909913731319884,0.9447195476399447,1.0383539379283444
MA,2018-2019,6,2018-11-10,0.9966206764862932,0.9500056428714003,1.0443364828379342
MA,2018-2019,7,2018-11-17,1.016095455454214,0.9689349076192476,1.0643608920010879
MA,2018-2019,8,2018-11-24,1.0463859072581403,0.9988723190987666,1.0949879614795797
MA,2018-2019,9,2018-12-01,1.0663030373400524,1.0193527325619947,1.1142955656280766
MA,2018-2019,10,2018-12-08,1.0981835506477604,1.0519613023254373,1.1453856506389437
MA,2018-2019,11,2018-12-15,1.1087673075039968,1.0643498769669695,1.1540799980795506
MA,2018-2019,12,2018-12-22,1.1631784040542976,1.1198640197421714,1.2073031441654944
MA,2018-2019,13,2018-12-29,1.2264251127515728,1.1850460576013309,1.2685043408839205
MA,2018-2019,14,2019-01-05,1.1866473868467353,1.1497503003586582,1.2241190724670148
MA,2018-2019,15,2019-01-12,1.1015591997955638,1.068824881347918,1.1347803719674143
MA,2018-2019,16,2019-01-19,1.045084718981008,1.0146528895293485,1.0759599254197274
MA,2018-2019,17,2019-01-26,1.011425926939072,0.9821172092906605,1.0411595546623211
MA,2018-2019,18,2019-02-02,1.0238114375997502,0.9944808845147082,1.0535623161730552
MA,2018-2019,19,2019-02-09,1.0651674191218465,1.0355796688918935,1.0951661109723199
MA,2018-2019,20,2019-02-16,0.9826368486096879,0.9550726900279347,1.0105876683791364
MA,2018-2019,21,2019-02-23,0.9749859435903302,0.9472973553253241,1.0030678225977618
MA,2018-2019,22,2019-03-02,0.8722682749461963,0.8457674494043045,0.8991722022048086
MA,2018-2019,23,2019-03-09,0.9223912689747805,0.8932907905238217,0.9519516732306519
MA,2018-2019,24,2019-03-16,0.9321290366078405,0.9017158160226286,0.9630396379676387
MA,2018-2019,25,2019-03-23,0.9657837256869369,0.933758288642551,0.9983415991411826
MA,2018-2019,26,2019-03-30,1.0363149124760564,1.0025682773761966,1.0706123494349846
MA,2018-2019,27,2019-04-06,1.0017364358836438,0.9691203547240939,1.0348847910814745
MA,2018-2019,28,2019-04-13,1.0061269115503557,0.9734631533083643,1.039322146063328
MA,2018-2019,29,2019-04-20,0.9030596092785688,0.8722151744832267,0.9344325065784466
MA,2018-2019,30,2019-04-27,0.8420181819571955,0.8107541341871826,0.873865410003898
MA,2018-2019,31,2019-05-04,0.8148591910076416,0.7814750150917326,0.8489318339385136
MA,2018-2019,32,2019-05-11,0.8431900559023857,0.8057373277867965,0.8814816493298809
MA,2018-2019,33,2019-05-18,0.9416205116872408,0.8986536150252977,0.9855766740885429
MA,2018-2019,34,2019-05-25,0.9448036902386988,0.9004972750605934,0.9901591509864068
MA,2018-2019,35,2019-06-01,0.9335546349677225,0.888296520650159,0.9799214378742682
MA,2018-2019,36,2019-06-08,0.9148920752117706,0.8685906559680137,0.9623788571000927
MA,2018-2019,37,2019-06-15,0.8869141756429145,0.8393512625957738,0.9357693916070459
MA,2018-2019,38,2019-06-22,0.9519067359731356,0.8996966335615465,1.005568608199827
MA,2018-2019,39,2019-06-29,0.9314749246899414,0.878591401107691,0.9858821001178659
MA,2018-2019,40,2019-07-06,0.9240763171835061,0.8695802559420388,0.9802051823029814
MA,2018-2019,41,2019-07-13,0.9160762077941396,0.8597253222148726,0.9741905097389651
MA,2018-2019,42,2019-07-20,0.9115659677999124,0.8529444347166906,0.9721081311560593
MA,2018-2019,43,2019-07-27,0.9410591760186038,0.8787783301685442,1.005442029795103
MA,2018-2019,44,2019-08-03,0.9552997978058326,0.8906752748154937,1.0221554792683873
MA,2018-2019,45,2019-08-10,0.9735442279645892,0.906831303569246,1.0425913582295254
MA,2018-2019,46,2019-08-17,0.9659207508419243,0.8985902146749517,1.035649159690451
MA,2018-2019,47,2019-08-24,1.0024571112625333,0.93266952534162,1.0747267649503893
MA,2018-2019,48,2019-08-31,1.0482479707413757,0.9769021364484025,1.1220726114952935
MA,2018-2019,49,2019-09-07,1.1226991214706876,1.0504208006489129,1.1973481948128835
MA,2018-2019,50,2019-09-14,1.141209456377956,1.0722070878910943,1.2123331665693147
MA,2018-2019,51,2019-09-21,1.1242373838155406,1.059915408895599,1.19042735446277
MA,2018-2019,52,2019-09-28,1.1426765783016386,1.081327933211426,1.2056940429255056
MA,2019-2020,4,2019-10-26,1.0444604013220227,0.997314899750678,1.0926793973473679
MA,2019-2020,5,2019-11-02,1.0281113888839295,0.9823018910616668,1.074950211983803
MA,2019-2020,6,2019-11-09,1.065878593245263,1.019831181874758,1.1129285011365955
MA,2019-2020,7,2019-11-16,1.1304008482964873,1.0843827461187154,1.1773618202099632
MA,2019-2020,8,2019-11-23,1.1063952326563944,1.0634630172487474,1.1501650942506476
MA,2019-2020,9,2019-11-30,1.0865184038604183,1.0459847774627462,1.1278117731772779
MA,2019-2020,10,2019-12-07,1.0836296702777393,1.0447244458394993,1.123236184646643
MA,2019-2020,11,2019-12-14,1.0782082105307178,1.0408631776353128,1.1162022454866447
MA,2019-2020,12,2019-12-21,1.1332852721345303,1.0963448902326536,1.170829181041436
MA,2019-2020,13,2019-12-28,1.2111263253589863,1.175152729041235,1.2476347014590257
MA,2019-2020,14,2020-01-04,1.2616982468655242,1.2282067481082535,1.2956339854862446
MA,2019-2020,15,2020-01-11,1.1514708275075052,1.1228726930596715,1.1804235729879666
MA,2019-2020,16,2020-01-18,1.130348203512564,1.1038748400253764,1.1571308999969643
MA,2019-2020,17,2020-01-25,1.130564726822171,1.1056045914785089,1.1557996043923149
MA,2019-2020,18,2020-02-01,1.2105417766217055,1.1861910015881147,1.2351365264253362
MA,2019-2020,19,2020-02-08,1.166187988677318,1.1443926133211062,1.1881861083605254
MA,2019-2020,20,2020-02-15,1.03025588819415,1.0112392313143677,1.0494472324376114
MA,2019-2020,21,2020-02-22,0.90541645728823,0.8878489425176932,0.9231536854484887
MA,2019-2020,22,2020-02-29,0.8165305337198752,0.7990376229170834,0.834210226935588
MA,2019-2020,23,2020-03-07,0.8432512700271926,0.8236601992745293,0.8630693997014148
MA,2019-2020,24,2020-03-14,0.9631330641238017,0.9404022791545332,0.9861315206571036
MA,2019-2020,25,2020-03-21,0.9786408107006416,0.9553062854114173,1.002252979404415
MA,2019-2020,26,2020-03-28,0.9001694588953926,0.8775610733203778,0.9230613788754692
MA,2019-2020,27,2020-04-04,0.7915965766085933,0.7693084247700466,0.8141985634164803
MA,2019-2020,28,2020-04-11,0.7618994689283822,0.7374535294889835,0.7867384482320916
MA,2019-2020,29,2020-04-18,0.8403664112690606,0.8111208046627321,0.8701227250650275
MA,2019-2020,30,2020-04-25,0.8366216697734707,0.8049080227645119,0.8689395005038638
MA,2019-2020,31,2020-05-02,0.8506601950006598,0.8158323301633925,0.8862058144008649
MA,2019-2020,32,2020-05-09,0.8399959864933516,0.8026073899336578,0.8782237966523597
MA,2019-2020,33,2020-05-16,0.8656860244033887,0.8244273068601848,0.9079379598124201
MA,2019-2020,34,2020-05-23,0.8374550053206309,0.7939876843751601,0.882064380839864
MA,2019-2020,35,2020-05-30,0.8323932754559327,0.7852352289846378,0.880907048466211
MA,2019-2020,36,2020-06-06,0.8453396285976696,0.7934695186317751,0.8988287632068609
MA,2019-2020,37,2020-06-13,0.8791317080485421,0.8218066000314427,0.9383620875866013
MA,2019-2020,38,2020-06-20,0.9188939379822567,0.8565430781781217,0.9834042405223079
MA,2019-2020,39,2020-06-27,0.9275186724889329,0.8622745016101346,0.9951084179120789
MA,2019-2020,40,2020-07-04,0.9291435758508031,0.8614361140910147,0.9993760024377066
MA,2019-2020,41,2020-07-11,1.0157859157700264,0.942382054207895,1.0919034783225496
MA,2019-2020,42,2020-07-18,0.9889933537876687,0.9170762726395121,1.0635865255054975
MA,2019-2020,43,2020-07-25,1.0164289080463949,0.9430800264301807,1.0924855708896906
MA,2019-2020,44,2020-08-01,1.0354685256082192,0.961953143151188,1.111652346359392
MA,2019-2020,45,2020-08-08,1.037664019032713,0.965239271822141,1.1126715090173458
MA,2019-2020,46,2020-08-15,1.1286573971176281,1.054347566466088,1.2054617935766945
MA,2019-2020,47,2020-08-22,1.0575527045890654,0.989654287684738,1.1276719292059596
MA,2019-2020,48,2020-08-29,1.0192773386017873,0.9543649461834265,1.0862951526201228
MA,2019-2020,49,2020-09-05,0.9653971134884917,0.9027980340095603,1.0300647547646318
MA,2019-2020,50,2020-09-12,0.973619020825331,0.9096633315798126,1.0397166126938846
MA,2019-2020,51,2020-09-19,1.0058209215952079,0.9399377180085386,1.0739040954264245
MA,2019-2020,52,2020-09-26,1.0138384148687478,0.9478408207594483,1.0820257040254357
MA,2020-2021,4,2020-10-24,0.9964142020595319,0.9447695755516302,1.0494137573785967
MA,2020-2021,5,2020-10-31,0.9440905901151745,0.8937470909370243,0.9957940121428968
MA,2020-2021,6,2020-11-07,1.0995761894265492,1.0436632780280581,1.156927519464382
MA,2020-2021,7,2020-11-14,1.0965943800063893,1.0432169294666256,1.15128484619222
MA,2020-2021,8,2020-11-21,1.0744579158808485,1.0238953721068447,1.1262219151110129
MA,2020-2021,9,2020-11-28,1.0341180947325197,0.9861889763381481,1.0831684812149343
MA,2020-2021,10,2020-12-05,1.0341767186984354,0.9869993376672269,1.0824400026927772
MA,2020-2021,11,2020-12-12,1.017073065466204,0.9710277533565744,1.0641699997702765
MA,2020-2021,12,2020-12-19,0.9725500581723114,0.9278893678575176,1.0182457107698542
MA,2020-2021,13,2020-12-26,0.9494774257034974,0.9047571540533206,0.9952612835041329
MA,2020-2021,14,2021-01-02,0.9874511106232557,0.9406819537052102,1.035338960120083
MA,2020-2021,15,2021-01-09,1.0090602185790845,0.9614779697189976,1.0577754770553738
MA,2020-2021,16,2021-01-16,0.9230658466639367,0.8777658584804184,0.9694895419460455
MA,2020-2021,17,2021-01-23,0.8879999604829741,0.8418435250694295,0.935370876907099
MA,2020-2021,18,2021-01-30,0.8776613719233235,0.8290975055028976,0.9275879113668932
MA,2020-2021,19,2021-02-06,0.8956174623031766,0.843395970480673,0.9493854100900635
MA,2020-2021,20,2021-02-13,0.887846715793949,0.8330401205976632,0.9443746307841518
MA,2020-2021,21,2021-02-20,0.8578906178989352,0.8008822507928492,0.9168311707940695
MA,2020-2021,22,2021-02-27,0.9551887653785491,0.8904146128936723,1.0222048737672977
MA,2020-2021,23,2021-03-06,1.0032607946025163,0.9353506368972067,1.0735170190398333
MA,2020-2021,24,2021-03-13,1.0653837837577504,0.995440111596873,1.1376685166635319
MA,2020-2021,25,2021-03-20,1.0530362859057505,0.9855381365033624,1.1227384289965443
MA,2020-2021,26,2021-03-27,1.0545829320651974,0.9886481807521955,1.1226159519891512
MA,2020-2021,27,2021-04-03,1.0562455445330192,0.9918810274824371,1.1226047860757267
MA,2020-2021,28,2021-04-10,1.0935049065178866,1.0296589784924008,1.1592441586683293
MA,2020-2021,29,2021-04-17,1.0201056570158735,0.9610220795809776,1.0809268847752018
MA,2020-2021,30,2021-04-24,0.9589570524053247,0.9022212189396214,1.0173984589269913
MA,2020-2021,31,2021-05-01,0.9335633792650397,0.8764501059063597,0.9924538654515481
MA,2020-2021,32,2021-05-08,0.9953865499102501,0.9344005159903407,1.058273218791271
MA,2020-2021,33,2021-05-15,1.0672806528695329,1.0039305839688017,1.1325415143756545
MA,2020-2021,34,2021-05-22,1.0815776925527403,1.0197231689933512,1.1452277549698768
MA,2020-2021,35,2021-05-29,1.0454064215367112,0.9868221976157248,1.1056560783804594
MA,2020-2021,36,2021-06-05,1.0677974642015198,1.0098036075780583,1.1273877061428779
MA,2020-2021,37,2021-06-12,1.0660623725746212,1.0098848994135494,1.1237389848596537
MA,2020-2021,38,2021-06-19,1.1165207564845274,1.0607263297894118,1.173725136800344
MA,2020-2021,39,2021-06-26,1.0642857084531048,1.0126097792280007,1.117229556853663
MA,2020-2021,40,2021-07-03,1.010015068232111,0.9611559758281196,1.0600684125676176
MA,2020-2021,41,2021-07-10,1.0157503851469247,0.9669733734448935,1.0657107036302242
MA,2020-2021,42,2021-07-17,1.0096172127435838,0.9613395740704773,1.0590609733422307
MA,2020-2021,43,2021-07-24,1.075229382665132,1.0256049239765301,1.1260097608840656
MA,2020-2021,44,2021-07-31,1.0927576597961943,1.044420049826012,1.1421733633754567
MA,2020-2021,45,2021-08-07,1.1040932972266801,1.0575136506458511,1.1516627304833986
MA,2020-2021,46,2021-08-14,1.0728592710275435,1.0290690085340393,1.117549161201962
MA,2020-2021,47,2021-08-21,1.0127833095848127,0.971651830301641,1.0547554816473206
MA,2020-2021,48,2021-08-28,0.986665097894052,0.9463133425876499,1.0278475135390108
MA,2020-2021,49,2021-09-04,0.986981686074375,0.9463570551593374,1.0284480930709468
MA,2020-2021,50,2021-09-11,1.0620415710912459,1.0196121862219623,1.10532376234719
MA,2020-2021,51,2021-09-18,1.0711815569804246,1.0297711564828982,1.1133968315924883
MA,2020-2021,52,2021-09-25,1.094386801222108,1.0538768566025696,1.135650034062492
MA,2020-2021,53,2021-10-02,1.0476482203184108,1.0096927543217322,1.0862941931105263
MA,2021-2022,4,2021-10-30,0.9414648383731198,0.9050476445767978,0.9785902813546393
MA,2021-2022,5,2021-11-06,0.98313957133742,0.9448306054313567,1.0221991672685706
MA,2021-2022,6,2021-11-13,1.07718354676663,1.0367310249643733,1.1183994281772658
MA,2021-2022,7,2021-11-20,1.1456965551103404,1.1054196331263741,1.1866841020520693
MA,2021-2022,8,2021-11-27,1.1305359878864958,1.0930527659909979,1.168642292751197
MA,2021-2022,9,2021-12-04,1.2582243653279825,1.220925113034198,1.296077000956429
MA,2021-2022,10,2021-12-11,1.224393157015373,1.1914510206353865,1.2577782543018112
MA,2021-2022,11,2021-12-18,1.1584794364985898,1.1294170097565173,1.1879059123833704
MA,2021-2022,12,2021-12-25,1.0599891203047576,1.034096542512399,1.0861974089340543
MA,2021-2022,13,2022-01-01,1.1706391917704584,1.1441724238602358,1.1974043754050485
MA,2021-2022,14,2022-01-08,1.0413167475392036,1.0181848989653928,1.0647048052331636
MA,2021-2022,15,2022-01-15,0.8722852374909533,0.8515329241839271,0.8932839139022547
MA,2021-2022,16,2022-01-22,0.6341098421181988,0.6152401756478455,0.6532605515913555
MA,2021-2022,17,2022-01-29,0.5573251011815482,0.535375007872895,0.5797100021296726
MA,2021-2022,18,2022-02-05,0.646466694717107,0.6152709514862759,0.6784230286068523
MA,2021-2022,19,2022-02-12,0.7482055521677531,0.70688827970003,0.7906797609336437
MA,2021-2022,20,2022-02-19,0.8590585610730731,0.8081860683861151,0.9114618247648689
MA,2021-2022,21,2022-02-26,0.9337341654193712,0.8766668670102996,0.9925754362638475
MA,2021-2022,22,2022-03-05,1.0756526681564824,1.0122758090584505,1.140926621035198
MA,2021-2022,23,2022-03-12,1.3282702176492207,1.2601217063580696,1.3981880839547418
MA,2021-2022,24,2022-03-19,1.328334577758278,1.2688363169310384,1.3891769493436206
MA,2021-2022,25,2022-03-26,1.3643823613419217,1.3117507997130373,1.4180346512995057
MA,2021-2022,26,2022-04-02,1.3417883071999093,1.2968381589112372,1.3874935663566315
MA,2021-2022,27,2022-04-09,1.3804347217117436,1.3408534026961891,1.4205837621316413
MA,2021-2022,28,2022-04-16,1.3215785285471897,1.2884299477648444,1.3551422741928796
MA,2021-2022,29,2022-04-23,1.1253397736835333,1.098612619997636,1.1523836755084222
MA,2021-2022,30,2022-04-30,1.0068305872027958,0.982955061414595,1.0309886229581768
MA,2021-2022,31,2022-05-07,0.9873376320083594,0.9637729273058433,1.0111829938690369
MA,2021-2022,32,2022-05-14,1.0550273089537205,1.030512627562454,1.0798261541446457
MA,2021-2022,33,2022-05-21,0.9799747737277811,0.9569520362708547,1.0032673690961476
MA,2021-2022,34,2022-05-28,0.8597415838001348,0.8379752472874209,0.881783113579198
MA,2021-2022,35,2022-06-04,0.7445245583852693,0.7227598967886689,0.7666075798818814
MA,2021-2022,36,2022-06-11,0.7698371186311664,0.7443570342464793,0.7957400144328517
MA,2021-2022,37,2022-06-18,0.8171007613228959,0.7873487390138869,0.8473968256899012
MA,2021-2022,38,2022-06-25,0.8736770445579802,0.8397818595048976,0.9082334217867603
MA,2021-2022,39,2022-07-02,0.9021753399968573,0.865424162405724,0.9396800192922747
MA,2021-2022,40,2022-07-09,0.9168207037162212,0.8778949147949561,0.9565790328959014
MA,2021-2022,41,2022-07-16,0.8979472564374235,0.857790312243479,0.9390099097014092
MA,2021-2022,42,2022-07-23,0.9244685950686257,0.8815607706456053,0.9683816743717077
MA,2021-2022,43,2022-07-30,0.94394669486322,0.8989176304612343,0.9900607384796585
MA,2021-2022,44,2022-08-06,1.0064095185505573,0.9585867546342229,1.0553800036755197
MA,2021-2022,45,2022-08-13,0.9977363136038729,0.950255031765041,1.0463588609551526
MA,2021-2022,46,2022-08-20,0.9876940712465604,0.9403934678305736,1.0361389635874103
MA,2021-2022,47,2022-08-27,1.0141174521672267,0.9658853720347682,1.0635081362374452
MA,2021-2022,48,2022-09-03,0.9810355022608752,0.9339112066851887,1.0293033664995974
MA,2021-2022,49,2022-09-10,1.041019819608104,0.9920022299969129,1.0912028502065163
MA,2021-2022,50,2022-09-17,1.1611060530762398,1.1102788362091582,1.213054845346746
MA,2021-2022,51,2022-09-24,1.2588490391461074,1.2095502391109367,1.3091187574699548
MA,2021-2022,52,2022-10-01,1.2131671832960476,1.169837983516608,1.2572732775525273
MA,2022-2023,4,2022-10-29,1.126843606765357,1.0943260974479903,1.1598305580697394
MA,2022-2023,5,2022-11-05,1.190866585132627,1.159298980213674,1.2228523245296392
MA,2022-2023,6,2022-11-12,1.1647379165282394,1.136036596440155,1.1937923082273274
MA,2022-2023,7,2022-11-19,1.0887706142032703,1.062989932573594,1.114855895253285
MA,2022-2023,8,2022-11-26,1.1419799802668438,1.1166316319600673,1.1676088679615477
MA,2022-2023,9,2022-12-03,1.4204212074324942,1.3938864778112456,1.4472026539532956
MA,2022-2023,10,2022-12-10,1.420646568366067,1.3982509296031125,1.4432176734217952
MA,2022-2023,11,2022-12-17,1.2795354706837998,1.2616061042382443,1.2975895899522776
MA,2022-2023,12,2022-12-24,1.0869974510178129,1.0723330222927074,1.101760091066111
MA,2022-2023,13,2022-12-31,0.9646871757143989,0.9514206694340184,0.9780442642331472
MA,2022-2023,14,2023-01-07,0.8207807350675461,0.8083342218493745,0.8333210241017869
MA,2022-2023,15,2023-01-14,0.7012221073516395,0.6885793652531084,0.7139782648366709
MA,2022-2023,16,2023-01-21,0.6183724652503504,0.6043106505429539,0.6325937592130414
MA,2022-2023,17,2023-01-28,0.6773570496820948,0.6588498103780303,0.696117067407412
MA,2022-2023,18,2023-02-04,0.8154489298776594,0.7909775765556145,0.8402878898797973
MA,2022-2023,19,2023-02-11,0.9479629367555109,0.9188505997998262,0.9775229674467433
MA,2022-2023,20,2023-02-18,1.0092710634632516,0.9784394785965628,1.0405742403871208
MA,2022-2023,21,2023-02-25,0.9798277946693517,0.9495830970825336,1.0105400136504328
MA,2022-2023,22,2023-03-04,0.9362864686525171,0.9064341329611002,0.9666157010018825
MA,2022-2023,23,2023-03-11,0.9294848288750113,0.8987868464126519,0.9606910942552295
MA,2022-2023,24,2023-03-18,0.987057196947127,0.9542837394498356,1.0203762479722462
MA,2022-2023,25,2023-03-25,1.0643410158927151,1.030079841411711,1.0991548624416625
MA,2022-2023,26,2023-04-01,1.0333455471153548,1.0005816085867436,1.066629941672096
MA,2022-2023,27,2023-04-08,1.0347877550858968,1.0025100313273871,1.0675697670531938
MA,2022-2023,28,2023-04-15,0.9935898745070291,0.9624778707504521,1.0251898554616776
MA,2022-2023,29,2023-04-22,0.9073882951373057,0.8775733323389018,0.9376943538413088
MA,2022-2023,30,2023-04-29,0.9138743845056883,0.8825258607064181,0.9457623657149976
MA,2022-2023,31,2023-05-06,0.8974039552822897,0.8649698989877961,0.9304266248948266
MA,2022-2023,32,2023-05-13,1.0437522917728932,1.0068853176155816,1.08127286563403
MA,2022-2023,33,2023-05-20,1.041888429316422,1.0057956907782437,1.0786085074181913
MI,2017-2018,4,2017-10-28,1.1035053718410968,1.038126719535695,1.1708522304979156
MI,2017-2018,5,2017-11-04,1.0337855149399273,0.9734263933783956,1.0959345608482087
MI,2017-2018,6,2017-11-11,1.0640028549313263,1.003697744686958,1.1260424076143574
MI,2017-2018,7,2017-11-18,1.0190952383729857,0.9617951650378876,1.078029825289597
MI,2017-2018,8,2017-11-25,1.0732926137545062,1.0149776088471638,1.1332134867580732
MI,2017-2018,9,2017-12-02,0.9926408672294489,0.9384327416860182,1.0483495973240884
MI,2017-2018,10,2017-12-09,1.10326721028826,1.0458602391994252,1.1621863498334037
MI,2017-2018,11,2017-12-16,1.0887694486253308,1.0343438881387104,1.1445708352759307
MI,2017-2018,12,2017-12-23,1.103607151769167,1.0509775800267247,1.1575044484025303
MI,2017-2018,13,2017-12-30,1.0291762873158685,0.9807022089452484,1.0788032289520462
MI,2017-2018,14,2018-01-06,1.0788991339929186,1.029922497656374,1.128997441189873
MI,2017-2018,15,2018-01-13,1.2924434772149742,1.2406897759443474,1.3452398566361934
MI,2017-2018,16,2018-01-20,1.3433866662943577,1.296724389417866,1.3908622147528495
MI,2017-2018,17,2018-01-27,1.2794024466999785,1.2399007964497062,1.3195148670257597
MI,2017-2018,18,2018-02-03,1.1382633264488955,1.1051843500947658,1.1718232718702115
MI,2017-2018,19,2018-02-10,1.0128685972887508,0.9835599865493131,1.0426015009142475
MI,2017-2018,20,2018-02-17,0.8925070269472655,0.8651754098970316,0.9202577444370877
MI,2017-2018,21,2018-02-24,0.8133520170466785,0.7858109329579267,0.8413608315164091
MI,2017-2018,22,2018-03-03,0.810294269265253,0.7799543075127977,0.8412050395531976
MI,2017-2018,23,2018-03-10,0.8331698426666554,0.7991479338134578,0.867891010822741
MI,2017-2018,24,2018-03-17,0.8009669257890505,0.7645773999644548,0.8381905452764968
MI,2017-2018,25,2018-03-24,0.8646053145748744,0.8225594370276119,0.9076844745318103
MI,2017-2018,26,2018-03-31,0.9138172398056592,0.8674605419772686,0.9613636034826512
MI,2017-2018,27,2018-04-07,0.9892664951370445,0.9388768344247059,1.040954755948437
MI,2017-2018,28,2018-04-14,0.8817327603870777,0.8339372930839727,0.9308412600133671
MI,2017-2018,29,2018-04-21,0.8848484094022571,0.8340025857849792,0.937177478028838
MI,2017-2018,30,2018-04-28,0.8332849588921124,0.7809967335407277,0.887243423877527
MI,2017-2018,31,2018-05-05,0.7322174139775584,0.6788225317465777,0.7876049691868495
MI,2017-2018,32,2018-05-12,0.7772872047258651,0.7135051475640485,0.8437607172021163
MI,2017-2018,33,2018-05-19,0.8234970661870927,0.7494795114910646,0.9009501012632503
MI,2017-2018,34,2018-05-26,0.9947683358324897,0.9053565786682816,1.0883300860456715
