region,season,epiweek,week_end,num_ili,num_patients,ili
NAT,2021-2022,202210,2022-03-12,28073,1815454,1.70339
NAT,2021-2022,202211,2022-03-19,31342,1867703,1.83335
NAT,2021-2022,202212,2022-03-26,32433,1873589,1.87057
NAT,2021-2022,202213,2022-04-02,34811,1877763,1.97612
NAT,2021-2022,202214,2022-04-09,38128,1912563,2.07126
NAT,2021-2022,202215,2022-04-16,40953,1923288,2.16302
NAT,2021-2022,202216,2022-04-23,42072,1927606,2.20418
NAT,2021-2022,202217,2022-04-30,44980,2033467,2.24681
NAT,2021-2022,202218,2022-05-07,47787,1979594,2.3613
NAT,2021-2022,202219,2022-05-14,53380,2061117,2.48314
NAT,2021-2022,202220,2022-05-21,54062,2076213,2.45354
NAT,2021-2022,202221,2022-05-28,53992,2038685,2.39624
NAT,2021-2022,202222,2022-06-04,51879,1961919,2.4335
NAT,2021-2022,202223,2022-06-11,45240,1972798,2.16334
NAT,2021-2022,202224,2022-06-18,40250,1940774,1.98842
NAT,2021-2022,202225,2022-06-25,37830,1972377,1.87678
NAT,2021-2022,202226,2022-07-02,34570,1918841,1.80274
NAT,2021-2022,202227,2022-07-09,34995,1951308,1.81978
NAT,2021-2022,202228,2022-07-16,33011,1978336,1.67886
NAT,2021-2022,202229,2022-07-23,32613,1980449,1.65939
NAT,2021-2022,202230,2022-07-30,32040,1944269,1.67083
NAT,2021-2022,202231,2022-08-06,29647,1958644,1.52259
NAT,2021-2022,202232,2022-08-13,28923,1910699,1.50755
NAT,2021-2022,202233,2022-08-20,31572,1949974,1.60507
NAT,2021-2022,202234,2022-08-27,35788,1977251,1.83793
NAT,2021-2022,202235,2022-09-03,37529,1980457,1.96433
NAT,2021-2022,202236,2022-09-10,38334,1967653,2.02422
NAT,2021-2022,202237,2022-09-17,39760,2017659,2.0351
NAT,2021-2022,202238,2022-09-24,44666,2032523,2.28352
NAT,2021-2022,202239,2022-10-01,46154,2013977,2.36029
NAT,2022-2023,202240,2022-10-08,57318,2209814,2.61257
NAT,2022-2023,202241,2022-10-15,63388,2223106,3.00763
NAT,2022-2023,202242,2022-10-22,75615,2279700,3.31975
NAT,2022-2023,202243,2022-10-29,109496,2462467,4.3682
NAT,2022-2023,202244,2022-11-05,139247,2510305,5.42144
NAT,2022-2023,202245,2022-11-12,140055,2468962,5.73522
NAT,2022-2023,202246,2022-11-19,137419,2396019,5.91793
NAT,2022-2023,202247,2022-11-26,164936,2237505,7.42531
NAT,2022-2023,202248,2022-12-03,185673,2564503,7.21822
NAT,2022-2023,202249,2022-12-10,167248,2448985,6.87034
NAT,2022-2023,202250,2022-12-17,151672,2347026,6.29772
NAT,2022-2023,202251,2022-12-24,129978,2116491,6.00293
NAT,2022-2023,202252,2022-12-31,112531,2058533,5.33838
NAT,2022-2023,202301,2023-01-07,92034,2257219,3.93482
NAT,2022-2023,202302,2023-01-14,67720,2214718,2.94553
NAT,2022-2023,202303,2023-01-21,57770,2134322,2.63811
NAT,2022-2023,202304,2023-01-28,58231,2179097,2.62522
NAT,2022-2023,202305,2023-02-04,59326,2208786,2.58477
NAT,2022-2023,202306,2023-02-11,62258,2301891,2.59148
NAT,2022-2023,202307,2023-02-18,59665,2262519,2.5701
NAT,2022-2023,202308,2023-02-25,57223,2212367,2.52707
NAT,2022-2023,202309,2023-03-04,55682,2278801,2.40469
NAT,2022-2023,202310,2023-03-11,54686,2274369,2.3571
NAT,2022-2023,202311,2023-03-18,54263,2228243,2.3545
NAT,2022-2023,202312,2023-03-25,55394,2295244,2.31096
NAT,2022-2023,202313,2023-04-01,53342,2270922,2.25771
NAT,2022-2023,202314,2023-04-08,48355,2191695,2.12953
NAT,2022-2023,202315,2023-04-15,46725,2254413,2.01047
NAT,2022-2023,202316,2023-04-22,44507,2277306,1.90776
NAT,2022-2023,202317,2023-04-29,44802,2270577,1.90393
NAT,2022-2023,202318,2023-05-06,45582,2259439,1.93608
NAT,2022-2023,202319,2023-05-13,45769,2295923,1.90846
NAT,2022-2023,202320,2023-05-20,43287,2201602,1.88236
NY,2017-2018,201740,2017-10-07,1484,114069,1.3009669585952364
NY,2017-2018,201741,2017-10-14,1586,114114,1.3898382319434952
NY,2017-2018,201742,2017-10-21,1871,117049,1.5984758519936095
NY,2017-2018,201743,2017-10-28,1996,118276,1.6875782069058813
NY,2017-2018,201744,2017-11-04,1976,114334,1.7282698060069621
NY,2017-2018,201745,2017-11-11,1939,114521,1.6931392495699478
NY,2017-2018,201746,2017-11-18,2581,117369,2.199047448644872
NY,2017-2018,201747,2017-11-25,2169,103595,2.093730392393455
NY,2017-2018,201748,2017-12-02,2147,120914,1.7756421919711531
NY,2017-2018,201749,2017-12-09,2945,117369,2.5091804479888213
NY,2017-2018,201750,2017-12-16,2892,110482,2.6176209699317536
NY,2017-2018,201751,2017-12-23,3505,112499,3.1155832496288856
NY,2017-2018,201752,2017-12-30,3639,101063,3.6007243006837317
NY,2017-2018,201801,2018-01-06,3561,96901,3.674884676112734
NY,2017-2018,201802,2018-01-13,4815,119790,4.019534184823441
NY,2017-2018,201803,2018-01-20,6508,121365,5.3623367527705685
NY,2017-2018,201804,2018-01-27,8897,132708,6.704192663592249
NY,2017-2018,201805,2018-02-03,10503,132908,7.90245884371144
NY,2017-2018,201806,2018-02-10,11874,136204,8.717805644474465
NY,2017-2018,201807,2018-02-17,10569,122798,8.606817700614016
NY,2017-2018,201808,2018-02-24,7251,119572,6.064128725788646
NY,2017-2018,201809,2018-03-03,3854,103709,3.7161673528816204
NY,2017-2018,201810,2018-03-10,3113,107639,2.892074433987681
NY,2017-2018,201811,2018-03-17,2743,110225,2.488546155590837
NY,2017-2018,201812,2018-03-24,2583,107486,2.4031036600115363
NY,2017-2018,201813,2018-03-31,2506,109720,2.2839956252278526
NY,2017-2018,201814,2018-04-07,2023,104343,1.9387980027409601
NY,2017-2018,201815,2018-04-14,1976,111540,1.7715617715617717
NY,2017-2018,201816,2018-04-21,1792,106202,1.6873505207058246
NY,2017-2018,201817,2018-04-28,1826,112713,1.620043828129852
NY,2017-2018,201818,2018-05-05,1958,115512,1.6950619849020014
NY,2017-2018,201819,2018-05-12,1870,120013,1.558164532175681
NY,2017-2018,201820,2018-05-19,1749,110687,1.5801313614064887
NY,2017-2018,201821,2018-05-26,1802,110994,1.6235111807845468
NY,2017-2018,201822,2018-06-02,1523,97504,1.5619872005251068
NY,2017-2018,201823,2018-06-09,1575,107873,1.4600502442687233
NY,2017-2018,201824,2018-06-16,1477,106594,1.3856314614331013
NY,2017-2018,201825,2018-06-23,1301,106680,1.2195350581177353
NY,2017-2018,201826,2018-06-30,1184,103182,1.1474869647806787
NY,2017-2018,201827,2018-07-07,999,98329,1.0159769752565366
NY,2017-2018,201828,2018-07-14,1097,105377,1.0410241324008085
NY,2017-2018,201829,2018-07-21,1010,103827,0.9727720149864678
NY,2017-2018,201830,2018-07-28,835,102090,0.8179057694191401
NY,2017-2018,201831,2018-08-04,927,104042,0.8909863324426673
NY,2017-2018,201832,2018-08-11,983,104837,0.9376460600742105
NY,2017-2018,201833,2018-08-18,958,102110,0.9382038977573205
NY,2017-2018,201834,2018-08-25,923,100162,0.9215071584033865
NY,2017-2018,201835,2018-09-01,966,103381,0.9344076764589238
NY,2017-2018,201836,2018-09-08,1004,97872,1.02582965505967
NY,2017-2018,201837,2018-09-15,1192,100317,1.1882333004376129
NY,2017-2018,201838,2018-09-22,1651,105501,1.5649140766438232
NY,2017-2018,201839,2018-09-29,1798,111326,1.615076442160861
NY,2018-2019,201840,2018-10-06,2660,170470,1.5603918578048925
NY,2018-2019,201841,2018-10-13,2709,173431,1.5620044859338873
NY,2018-2019,201842,2018-10-20,2912,165003,1.7648163972776254
NY,2018-2019,201843,2018-10-27,3099,160250,1.9338533541341654
NY,2018-2019,201844,2018-11-03,2948,161942,1.8204048362994159
NY,2018-2019,201845,2018-11-10,2970,163758,1.8136518521232552
NY,2018-2019,201846,2018-11-17,2983,152942,1.9504125747015206
NY,2018-2019,201847,2018-11-24,3190,144522,2.207276400824788
NY,2018-2019,201848,2018-12-01,3407,165522,2.0583366561544687
NY,2018-2019,201849,2018-12-08,3719,161978,2.2959908135672746
NY,2018-2019,201850,2018-12-15,4365,161457,2.703506196696334
NY,2018-2019,201851,2018-12-22,5050,157751,3.201247535673308
NY,2018-2019,201852,2018-12-29,5895,152539,3.8645854502782893
NY,2018-2019,201901,2019-01-05,5607,159075,3.5247524752475243
NY,2018-2019,201902,2019-01-12,5050,157852,3.1991992499303143
NY,2018-2019,201903,2019-01-19,5880,159837,3.678747724244073
NY,2018-2019,201904,2019-01-26,6120,157056,3.896699266503668
NY,2018-2019,201905,2019-02-02,6171,160261,3.850593718995888
NY,2018-2019,201906,2019-02-09,6961,172285,4.040398177438546
NY,2018-2019,201907,2019-02-16,7146,166000,4.304819277108433
NY,2018-2019,201908,2019-02-23,6072,154850,3.9212140781401352
NY,2018-2019,201909,2019-03-02,4798,158285,3.031241115709006
NY,2018-2019,201910,2019-03-09,4836,160713,3.009090739392582
NY,2018-2019,201911,2019-03-16,5001,168179,2.973617395750956
NY,2018-2019,201912,2019-03-23,4752,183305,2.59240064373585
NY,2018-2019,201913,2019-03-30,4288,165363,2.5930830959767297
NY,2018-2019,201914,2019-04-06,4170,161180,2.5871696240228315
NY,2018-2019,201915,2019-04-13,3497,155350,2.2510460251046025
NY,2018-2019,201916,2019-04-20,2945,148523,1.9828578738646538
NY,2018-2019,201917,2019-04-27,2307,146027,1.5798448232176239
NY,2018-2019,201918,2019-05-04,2179,146772,1.484615594255035
NY,2018-2019,201919,2019-05-11,1946,147996,1.3149004027135869
NY,2018-2019,201920,2019-05-18,1811,134505,1.3464183487602692
NY,2018-2019,201921,2019-05-25,2109,148622,1.4190362126737628
NY,2018-2019,201922,2019-06-01,2039,145504,1.4013360457444468
NY,2018-2019,201923,2019-06-08,2141,155429,1.3774778194545418
NY,2018-2019,201924,2019-06-15,2042,155806,1.310604212931466
NY,2018-2019,201925,2019-06-22,1661,146024,1.137484249164521
NY,2018-2019,201926,2019-06-29,1700,150079,1.1327367586404493
NY,2018-2019,201927,2019-07-06,1476,145617,1.0136179154906364
NY,2018-2019,201928,2019-07-13,1325,151118,0.8767982636085707
NY,2018-2019,201929,2019-07-20,1226,147434,0.8315585278836631
NY,2018-2019,201930,2019-07-27,1161,143809,0.8073208213672303
NY,2018-2019,201931,2019-08-03,1269,144342,0.8791619902731014
NY,2018-2019,201932,2019-08-10,1223,138248,0.8846420924715005
NY,2018-2019,201933,2019-08-17,1342,149451,0.8979531752882216
NY,2018-2019,201934,2019-08-24,1086,139616,0.7778478111391245
NY,2018-2019,201935,2019-08-31,1225,141176,0.8677112257040857
NY,2018-2019,201936,2019-09-07,1306,147192,0.8872764824175227
NY,2018-2019,201937,2019-09-14,1732,155580,1.1132536315721815
NY,2018-2019,201938,2019-09-21,2248,155059,1.449770732430881
NY,2018-2019,201939,2019-09-28,2285,158694,1.4398780042093589
NY,2019-2020,201940,2019-10-05,2061,158342,1.3016129643430043
NY,2019-2020,201941,2019-10-12,2030,154672,1.3124547429398985
NY,2019-2020,201942,2019-10-19,2191,153809,1.424494015304696
NY,2019-2020,201943,2019-10-26,2424,159233,1.5222975137063297
NY,2019-2020,201944,2019-11-02,2677,155787,1.718371879553493
NY,2019-2020,201945,2019-11-09,3036,155773,1.9489898762943512
NY,2019-2020,201946,2019-11-16,3081,153128,2.01204221305052
NY,2019-2020,201947,2019-11-23,3428,160001,2.142486609458691
NY,2019-2020,201948,2019-11-30,3893,143349,2.715749673872856
NY,2019-2020,201949,2019-12-07,4521,155810,2.9016109363968936
NY,2019-2020,201950,2019-12-14,5588,161471,3.4606833425197094
NY,2019-2020,201951,2019-12-21,7077,158993,4.451139358336531
NY,2019-2020,201952,2019-12-28,9792,153283,6.388183947339235
NY,2019-2020,202001,2020-01-04,10092,157988,6.387826923563815
NY,2019-2020,202002,2020-01-11,8446,153342,5.50794955067757
NY,2019-2020,202003,2020-01-18,9979,159892,6.241087734220599
NY,2019-2020,202004,2020-01-25,11983,167138,7.169524584475104
NY,2019-2020,202005,2020-02-01,12759,169208,7.540423620632594
NY,2019-2020,202006,2020-02-08,12395,170357,7.275897086706153
NY,2019-2020,202007,2020-02-15,9644,158194,6.096312123089372
NY,2019-2020,202008,2020-02-22,6902,144868,4.764337189717536
NY,2019-2020,202009,2020-02-29,5517,144953,3.806061275033976
NY,2019-2020,202010,2020-03-07,6436,143788,4.476034161404289
NY,2019-2020,202011,2020-03-14,10458,152722,6.847736409947486
NY,2019-2020,202012,2020-03-21,13188,123811,10.651719152579336
NY,2019-2020,202013,2020-03-28,12800,106565,12.011448411767466
NY,2019-2020,202014,2020-04-04,9511,96410,9.865159215848978
NY,2019-2020,202015,2020-04-11,5401,82370,6.556998907369188
NY,2019-2020,202016,2020-04-18,3173,74240,4.273976293103448
NY,2019-2020,202017,2020-04-25,1918,73904,2.5952587140073606
NY,2019-2020,202018,2020-05-02,1283,76138,1.6850981113241748
NY,2019-2020,202019,2020-05-09,819,75041,1.0914033661598326
NY,2019-2020,202020,2020-05-16,822,85221,0.9645509909529341
NY,2019-2020,202021,2020-05-23,756,90892,0.8317563701975972
NY,2019-2020,202022,2020-05-30,592,93628,0.6322894860511813
NY,2019-2020,202023,2020-06-06,545,96976,0.5619947203431777
NY,2019-2020,202024,2020-06-13,492,97455,0.5048483915653378
NY,2019-2020,202025,2020-06-20,518,103785,0.4991087344028521
NY,2019-2020,202026,2020-06-27,490,103358,0.4740803808123222
NY,2019-2020,202027,2020-07-04,493,101654,0.48497845633226433
NY,2019-2020,202028,2020-07-11,554,107221,0.5166898275524384
NY,2019-2020,202029,2020-07-18,630,105596,0.5966135080874275
NY,2019-2020,202030,2020-07-25,628,105525,0.5951196398957593
NY,2019-2020,202031,2020-08-01,844,116849,0.7222997201516487
NY,2019-2020,202032,2020-08-08,708,107456,0.6588743299583085
NY,2019-2020,202033,2020-08-15,871,118361,0.7358842862091398
NY,2019-2020,202034,2020-08-22,986,118826,0.8297847272482454
NY,2019-2020,202035,2020-08-29,1007,121010,0.8321626311875052
NY,2019-2020,202036,2020-09-05,869,119012,0.7301784693980439
NY,2019-2020,202037,2020-09-12,889,115398,0.7703773028995303
NY,2019-2020,202038,2020-09-19,996,122247,0.8147439200961986
NY,2019-2020,202039,2020-09-26,1043,122152,0.8538542144213765
NY,2020-2021,202040,2020-10-03,1145,125478,0.912510559620013
NY,2020-2021,202041,2020-10-10,1200,126406,0.9493220258532031
NY,2020-2021,202042,2020-10-17,1028,125387,0.8198617081515628
NY,2020-2021,202043,2020-10-24,1070,120448,0.8883501594048885
NY,2020-2021,202044,2020-10-31,1012,118032,0.8573946048529213
NY,2020-2021,202045,2020-11-07,1156,123196,0.9383421539660378
NY,2020-2021,202046,2020-11-14,1313,128353,1.0229601178001293
NY,2020-2021,202047,2020-11-21,1173,111902,1.0482386373791353
NY,2020-2021,202048,2020-11-28,1152,105966,1.087141158484797
NY,2020-2021,202049,2020-12-05,1213,108115,1.121953475465939
NY,2020-2021,202050,2020-12-12,1451,109344,1.327004682470003
NY,2020-2021,202051,2020-12-19,1281,105140,1.218375499334221
NY,2020-2021,202052,2020-12-26,1346,104900,1.2831267874165873
NY,2020-2021,202053,2021-01-02,1498,109164,1.3722472610017955
NY,2020-2021,202101,2021-01-09,1635,116715,1.4008482200231331
NY,2020-2021,202102,2021-01-16,1505,122729,1.2262790375542862
NY,2020-2021,202103,2021-01-23,1451,110485,1.3133004480246186
NY,2020-2021,202104,2021-01-30,1251,110360,1.1335628851032982
NY,2020-2021,202105,2021-02-06,1138,105485,1.0788263734180217
NY,2020-2021,202106,2021-02-13,1203,111083,1.0829739924200823
NY,2020-2021,202107,2021-02-20,1021,108240,0.9432742054693274
NY,2020-2021,202108,2021-02-27,1068,118273,0.9029956118471673
NY,2020-2021,202109,2021-03-06,1053,115555,0.9112543810306781
NY,2020-2021,202110,2021-03-13,1244,119586,1.0402555483083304
NY,2020-2021,202111,2021-03-20,1393,119402,1.16664712483878
NY,2020-2021,202112,2021-03-27,1317,123061,1.070200957248844
NY,2020-2021,202113,2021-04-03,1291,116958,1.1038150447169068
NY,2020-2021,202114,2021-04-10,1426,121279,1.175801251659397
NY,2020-2021,202115,2021-04-17,1280,120631,1.061087116910247
NY,2020-2021,202116,2021-04-24,1330,118107,1.1260975217387623
NY,2020-2021,202117,2021-05-01,1235,118411,1.0429774260837255
NY,2020-2021,202118,2021-05-08,1283,121535,1.055662977743037
NY,2020-2021,202119,2021-05-15,1315,118620,1.1085820266396897
NY,2020-2021,202120,2021-05-22,1417,124719,1.1361540743591594
NY,2020-2021,202121,2021-05-29,1238,122088,1.0140226721708931
NY,2020-2021,202122,2021-06-05,1298,119129,1.0895751664162379
NY,2020-2021,202123,2021-06-12,1403,129127,1.086527217390631
NY,2020-2021,202124,2021-06-19,1570,126228,1.2437810945273633
NY,2020-2021,202125,2021-06-26,1546,124705,1.2397257527765526
NY,2020-2021,202126,2021-07-03,1567,128133,1.2229480305619942
NY,2020-2021,202127,2021-07-10,1607,127183,1.2635336483649544
NY,2020-2021,202128,2021-07-17,1706,133864,1.2744277774457657
NY,2020-2021,202129,2021-07-24,1992,131538,1.5143912785658897
NY,2020-2021,202130,2021-07-31,2086,131778,1.582965290109123
NY,2020-2021,202131,2021-08-07,2159,132955,1.6238576962130042
NY,2020-2021,202132,2021-08-14,2173,134712,1.6130708474374964
NY,2020-2021,202133,2021-08-21,2198,133204,1.6501005975796523
NY,2020-2021,202134,2021-08-28,2119,132696,1.59688310122385
NY,2020-2021,202135,2021-09-04,1922,131149,1.4655086962157546
NY,2020-2021,202136,2021-09-11,2076,129169,1.6071967732195807
NY,2020-2021,202137,2021-09-18,2403,135778,1.7698007040905006
NY,2020-2021,202138,2021-09-25,2812,135152,2.080620338581745
NY,2020-2021,202139,2021-10-02,3030,127872,2.3695570570570568
NY,2021-2022,202140,2021-10-09,3194,142076,2.24809257017371
NY,2021-2022,202141,2021-10-16,2958,136042,2.1743285161935284
NY,2021-2022,202142,2021-10-23,2720,134103,2.0282916862411726
NY,2021-2022,202143,2021-10-30,2530,126563,1.999004448377488
NY,2021-2022,202144,2021-11-06,2442,113887,2.1442306848016015
NY,2021-2022,202145,2021-11-13,2974,133007,2.2359725427984993
NY,2021-2022,202146,2021-11-20,2993,135000,2.2170370370370374
NY,2021-2022,202147,2021-11-27,2804,121769,2.302720725307755
NY,2021-2022,202148,2021-12-04,3550,134385,2.6416638761766564
NY,2021-2022,202149,2021-12-11,3898,140750,2.769449378330373
NY,2021-2022,202150,2021-12-18,4754,148121,3.209538147865596
NY,2021-2022,202151,2021-12-25,6553,146160,4.4834428024083195
NY,2021-2022,202152,2022-01-01,8494,156587,5.424460523542822
NY,2021-2022,202201,2022-01-08,5207,140580,3.7039408166168726
NY,2021-2022,202202,2022-01-15,2783,116934,2.3799750286486394
NY,2021-2022,202203,2022-01-22,1829,112645,1.6236850281858937
NY,2021-2022,202204,2022-01-29,1402,107084,1.3092525494004705
NY,2021-2022,202205,2022-02-05,1056,103672,1.0185971139748438
NY,2021-2022,202206,2022-02-12,1218,116756,1.043201205933742
NY,2021-2022,202207,2022-02-19,1285,116140,1.1064232822455657
NY,2021-2022,202208,2022-02-26,1181,99258,1.189828527675351
NY,2021-2022,202209,2022-03-05,1345,120096,1.119937383426592
NY,2021-2022,202210,2022-03-12,1643,122635,1.3397480327802014
NY,2021-2022,202211,2022-03-19,2025,126491,1.600904412171617
NY,2021-2022,202212,2022-03-26,2317,127250,1.8208251473477408
NY,2021-2022,202213,2022-04-02,2796,126572,2.209019372373037
NY,2021-2022,202214,2022-04-09,3564,129093,2.7608003532337153
NY,2021-2022,202215,2022-04-16,3385,127587,2.653091615916982
NY,2021-2022,202216,2022-04-23,3023,122945,2.4588230509577453
NY,2021-2022,202217,2022-04-30,3251,131275,2.476480670348505
NY,2021-2022,202218,2022-05-07,3771,133394,2.8269637315021665
NY,2021-2022,202219,2022-05-14,4296,143248,2.9989947503630066
NY,2021-2022,202220,2022-05-21,4047,141465,2.8607782843812957
NY,2021-2022,202221,2022-05-28,3719,131847,2.82069368282934
NY,2021-2022,202222,2022-06-04,3343,133619,2.5018897013149326
NY,2021-2022,202223,2022-06-11,3355,137720,2.4361022364217253
NY,2021-2022,202224,2022-06-18,3008,128068,2.3487522253802666
NY,2021-2022,202225,2022-06-25,3019,133987,2.2532036690126658
NY,2021-2022,202226,2022-07-02,2922,130515,2.238823123778876
NY,2021-2022,202227,2022-07-09,2852,136212,2.0937949666696034
NY,2021-2022,202228,2022-07-16,2513,135703,1.8518382054928777
NY,2021-2022,202229,2022-07-23,2316,133308,1.7373300927176163
NY,2021-2022,202230,2022-07-30,2375,130329,1.8223112277390299
NY,2021-2022,202231,2022-08-06,2330,134447,1.7330249094438703
NY,2021-2022,202232,2022-08-13,2204,130566,1.688035169952361
NY,2021-2022,202233,2022-08-20,2021,127248,1.5882371432163964
NY,2021-2022,202234,2022-08-27,1789,114779,1.5586474877808658
NY,2021-2022,202235,2022-09-03,1680,125437,1.3393177451629106
NY,2021-2022,202236,2022-09-10,1805,126891,1.4224807117920104
NY,2021-2022,202237,2022-09-17,2680,135836,1.9729674018669572
NY,2021-2022,202238,2022-09-24,3377,139015,2.429234255296191
NY,2021-2022,202239,2022-10-01,3290,152472,2.1577732304947794
NY,2022-2023,202240,2022-10-08,5684,155084,3.665110520750045
NY,2022-2023,202241,2022-10-15,4722,114568,4.121569722784722
NY,2022-2023,202242,2022-10-22,6996,156852,4.460255527503635
NY,2022-2023,202243,2022-10-29,9807,195805,5.008554429151451
NY,2022-2023,202244,2022-11-05,13025,197599,6.591632548747716
NY,2022-2023,202245,2022-11-12,14096,198450,7.1030486268581505
NY,2022-2023,202246,2022-11-19,13846,188223,7.356167949719216
NY,2022-2023,202247,2022-11-26,17155,176743,9.706183554652801
NY,2022-2023,202248,2022-12-03,22337,204570,10.91900083101139
NY,2022-2023,202249,2022-12-10,20938,186854,11.205540154345103
NY,2022-2023,202250,2022-12-17,17395,174726,9.955587605736982
NY,2022-2023,202251,2022-12-24,16346,172662,9.467051233044907
NY,2022-2023,202252,2022-12-31,12970,166099,7.808596078242494
NY,2022-2023,202301,2023-01-07,10391,178998,5.805092794332897
NY,2022-2023,202302,2023-01-14,7618,166163,4.584654826886852
NY,2022-2023,202303,2023-01-21,6578,155644,4.2263113258461615
NY,2022-2023,202304,2023-01-28,6299,159902,3.9392878137859437
NY,2022-2023,202305,2023-02-04,6493,160971,4.0336458119785545
NY,2022-2023,202306,2023-02-11,6762,166997,4.04917453606951
NY,2022-2023,202307,2023-02-18,6410,167031,3.8376109823924898
NY,2022-2023,202308,2023-02-25,5567,155603,3.5776945174578896
NY,2022-2023,202309,2023-03-04,5335,155876,3.422592316969899
NY,2022-2023,202310,2023-03-11,5375,159744,3.364758613782051
NY,2022-2023,202311,2023-03-18,5715,158228,3.6118765325985285
NY,2022-2023,202312,2023-03-25,6348,163558,3.881191993054452
NY,2022-2023,202313,2023-04-01,6438,165664,3.886179254394437
NY,2022-2023,202314,2023-04-08,5528,155726,3.549824692087384
NY,2022-2023,202315,2023-04-15,4707,153201,3.072434253040124
NY,2022-2023,202316,2023-04-22,4576,167779,2.7273973500855293
NY,2022-2023,202317,2023-04-29,5011,171466,2.922445266116898
NY,2022-2023,202318,2023-05-06,4911,162269,3.0264560698593077
NY,2022-2023,202319,2023-05-13,5678,181292,3.131963903536836
NY,2022-2023,202320,2023-05-20,5626,170804,3.2938338680592962
TX,2017-2018,201740,2017-10-07,642,29816,2.15321
TX,2017-2018,201741,2017-10-14,654,29398,2.22464
TX,2017-2018,201742,2017-10-21,641,29985,2.13774
TX,2017-2018,201743,2017-10-28,710,30309,2.34254
TX,2017-2018,201744,2017-11-04,774,23849,3.24542
TX,2017-2018,201745,2017-11-11,1109,30200,3.67219
TX,2017-2018,201746,2017-11-18,1365,30884,4.41976
TX,2017-2018,201747,2017-11-25,1023,22376,4.57186
TX,2017-2018,201748,2017-12-02,1541,29259,5.26676
TX,2017-2018,201749,2017-12-09,1678,28774,5.83165
TX,2017-2018,201750,2017-12-16,2764,29508,9.36695
TX,2017-2018,201751,2017-12-23,3938,29281,13.449
TX,2017-2018,201752,2017-12-30,1830,16708,10.9528
TX,2017-2018,201801,2018-01-06,3428,27226,12.5909
TX,2017-2018,201802,2018-01-13,4047,31448,12.8689
TX,2017-2018,201803,2018-01-20,3966,30429,13.0336
TX,2017-2018,201804,2018-01-27,5203,35721,14.5657
TX,2017-2018,201805,2018-02-03,4996,35856,13.9335
TX,2017-2018,201806,2018-02-10,4450,34484,12.9045
TX,2017-2018,201807,2018-02-17,3598,32878,10.9435
TX,2017-2018,201808,2018-02-24,2638,31865,8.27868
TX,2017-2018,201809,2018-03-03,1833,30177,6.07416
TX,2017-2018,201810,2018-03-10,1286,26481,4.85631
TX,2017-2018,201811,2018-03-17,817,21955,3.72125
TX,2017-2018,201812,2018-03-24,853,27717,3.07753
TX,2017-2018,201813,2018-03-31,762,21686,3.51379
TX,2017-2018,201814,2018-04-07,530,18064,2.93401
TX,2017-2018,201815,2018-04-14,437,17818,2.45258
TX,2017-2018,201816,2018-04-21,696,28194,2.46861
TX,2017-2018,201817,2018-04-28,624,27206,2.29361
TX,2017-2018,201818,2018-05-05,570,24676,2.30994
TX,2017-2018,201819,2018-05-12,509,23488,2.16706
TX,2017-2018,201820,2018-05-19,391,23078,1.69425
TX,2017-2018,201821,2018-05-26,441,22596,1.95167
TX,2017-2018,201822,2018-06-02,334,19603,1.70382
TX,2017-2018,201823,2018-06-09,316,20021,1.57834
TX,2017-2018,201824,2018-06-16,320,20023,1.59816
TX,2017-2018,201825,2018-06-23,250,18842,1.32682
TX,2017-2018,201826,2018-06-30,288,16510,1.7444
TX,2017-2018,201827,2018-07-07,211,16578,1.27277
TX,2017-2018,201828,2018-07-14,256,18954,1.35064
TX,2017-2018,201829,2018-07-21,203,18985,1.06927
TX,2017-2018,201830,2018-07-28,197,19302,1.02062
TX,2017-2018,201831,2018-08-04,209,19883,1.05115
TX,2017-2018,201832,2018-08-11,156,11851,1.31634
TX,2017-2018,201833,2018-08-18,184,18607,0.988875
TX,2017-2018,201834,2018-08-25,270,19297,1.39918
TX,2017-2018,201835,2018-09-01,244,20236,1.20577
TX,2017-2018,201836,2018-09-08,382,19608,1.94818
TX,2017-2018,201837,2018-09-15,449,21034,2.13464
TX,2017-2018,201838,2018-09-22,465,24663,1.88542
TX,2017-2018,201839,2018-09-29,561,25773,2.1767
TX,2018-2019,201840,2018-10-06,730,28351,2.57487
TX,2018-2019,201841,2018-10-13,589,27746,2.12283
TX,2018-2019,201842,2018-10-20,607,27485,2.20848
TX,2018-2019,201843,2018-10-27,761,28826,2.63998
TX,2018-2019,201844,2018-11-03,831,28668,2.8987
TX,2018-2019,201845,2018-11-10,945,29883,3.16233
TX,2018-2019,201846,2018-11-17,973,28712,3.38883
TX,2018-2019,201847,2018-11-24,806,21960,3.67031
TX,2018-2019,201848,2018-12-01,1104,30758,3.58931
TX,2018-2019,201849,2018-12-08,1017,28454,3.57419
TX,2018-2019,201850,2018-12-15,1148,27738,4.13873
TX,2018-2019,201851,2018-12-22,1255,25338,4.95303
TX,2018-2019,201852,2018-12-29,1317,20574,6.40128
TX,2018-2019,201901,2019-01-05,1244,24340,5.11093
TX,2018-2019,201902,2019-01-12,1331,28543,4.66314
TX,2018-2019,201903,2019-01-19,1621,29076,5.57504
TX,2018-2019,201904,2019-01-26,2092,29554,7.07857
TX,2018-2019,201905,2019-02-02,2684,31267,8.58413
TX,2018-2019,201906,2019-02-09,3363,33084,10.165
